goodreads_book_id,isbn,authors,original_publication_year,original_title
899962,395181585,"Margret Rey, H.A. Rey",1966,Curious George Goes to the Hospital
2054761,553805096,Alice Schroeder,2008,The Snowball: Warren Buffett and the Business of Life
107779,743452925,Julie Garwood,1989,The Bride
2836109,1741662095,John Flanagan,2007,Erak's Ransom
18114060,525953493,Harlan Coben,2014,Missing Υou
11691,375706860,"Orhan Pamuk, Maureen Freely",2002,Kar
6348045,1741663024,John Flanagan,2009,Halt's Peril
715834,345447867,Tess Gerritsen,2002,The Apprentice
1127996,307098222,Betty Crocker,1969,Betty Crocker's Cookbook
359410,312367465,Gabrielle Zevin,2005,Elsewhere
11737271,525952276,Harlan Coben,2012,Stay Close
13133,316117366,"James Patterson, Michael Ledwidge",2007,The Quickie
45169,316013943,"James Patterson, Michael Ledwidge",2007,Step on a Crack
15937108,803738552,Holly Goldberg Sloan,2013,Counting by 7s
6421588,61284475,Claudia Gray,2010,
139417,345490657,Laurell K. Hamilton,2000,"A Kiss of Shadows (Merry Gentry, #1)"
777211,743453964,Vince Flynn,2003,Executive Power
6781956,1423368886,"Nora Roberts, Angela Dawe",2010,Savor the Moment
157076,1599869691,Richard Connell,1924,The Most Dangerous Game
954674,765319853,Cory Doctorow,2008,Little Brother
136081,1400095921,Jeff Lindsay,2005,Dearly Devoted Dexter
304079,62509594,"Jalaluddin Rumi, Coleman Barks",1273,Essential Rumi
22716194,147671777X,Lisa Genova,2015,Inside the O'Briens
175983,765348802,Steven Erikson,2001,Memories of Ice
2029927,553807056,Dean Koontz,2008,Odd Hours
261122,451220897,Rachel Caine,2007,The Dead Girls' Dance
13834,141690817X,Tamora Pierce,1996,"The Realms of the Gods (Immortals, #4)"
4922079,765317583,William R. Forstchen,2009,One Second After
385706,439656249,Suzanne Collins,2005,Gregor and the Curse of the Warmbloods
9279177,374193681,David Levithan,2011,The Lover's Dictionary
32525,155050907,"Helen Gardner, Fred S. Kleiner, Christin J. Mamiya",1926,Art Through the Ages 
15567,1857231325,Terry Brooks,1985,The Wishsong of Shannara 
2498983,373772327,Gena Showalter,2008,The Darkest Kiss
2200877,553805495,Sarah Addison Allen,2008,The Sugar Queen
9761771,983157227,Jennifer L. Armentrout,2012,Pure
126381,7189885,Chimamanda Ngozi Adichie,2003,Purple Hibiscus
113429,743299396,Miranda July,2005,No One Belongs Here More Than You
9595620,345522486,Kevin Hearne,2011,Hammered
14383,1416509887,Kresley Cole,2006,No Rest for the Wicked
3313418,1416599398,Vince Flynn,2008,Extreme Measures
23093367,1632150778,"Brian K. Vaughan, Fiona Staples",2014,"Saga, Volume Four"
18528454,1476759545,Jamie McGuire,2013,A Beautiful Wedding
16071701,307272591,Carl Hiaasen,2013,Bad Monkey
16099180,1400068312,Curtis Sittenfeld,2013,Sisterland
6224826,1594488878,Nick Hornby,2009,"Juliet, Naked"
801178,1558749209,"Jack Canfield, Mark Victor Hansen",1993,Chicken Soup for the Soul
7039,349116652,Alexander McCall Smith,2000,Tears of the Giraffe
49350,044661758X,Michael Connelly,1994,The Concrete Blonde
34541,61051586,Terry Pratchett,1998,Carpe Jugulum
9601,038533351X,Kurt Vonnegut Jr.,1987,Bluebeard
120253,684847817,"Brian Froud, Terry Windling",1998,"Good Faeries, Bad Faeries"
7726892,316043877,Elin Hilderbrand,2010,
550844,451822196,"Stephen King, Bernie Wrightson",1983,Cycle of the Werewolf
91357,142401099,Jane Yolen,1988,The Devil's Arithmetic
248787,312347294,Alan Weisman,2007,The World Without Us
239186,375708278,Erik Larson,1999,"Isaac's Storm: A Man, a Time, and the Deadliest Hurricane in History"
23341607,316334529,Elin Hilderbrand,2015,The Rumor
18839,141184272,Virginia Woolf,1928,Orlando: A Biography
2410506,000723368X,Cecelia Ahern,2008,Thanks for the Memories
298230,140432108,"Anne Brontë, Angeline Goreau",1847,Agnes Grey
26050,399153721,Nora Roberts,2006,Angels Fall
6339304,1416595163,Vince Flynn,2009,Pursuit of Honor
2299110,312362153,Sherrilyn Kenyon,2008,"Acheron (Dark-Hunter, #15) - Part 1"
6135237,038541305X,Pat Conroy,2009,South of Broad
171102,676977731,Ami McKay,2006,The Birth House
3657138,1416953582,Lisa McMann,2009,Fade
775346,1400031699,Donna Tartt,2002,The Little Friend
3165162,1423113497,Rick Riordan,2008,Percy Jackson and the Olympians Boxed Set
2133795,803733062,Ingrid Law,2008,Savvy
4452257,034551176X,Bill Simmons,2009,The Book of Basketball: The NBA According to The Sports Guy
13151,446613355,James Patterson,2004,London Bridges
634583,8173711461,"A.P.J. Abdul Kalam, Arun Tiwari",1999,Wings of Fire: An Autobiography
11401915,62113933,"L.J. Smith, Kevin Williamson, Julie Plec",2011,The Ripper
13588394,159420411X,Nate Silver,2012,The Signal and the Noise: Why So Many Predictions Fail - But Some Don't
25614492,399160302,Ruta Sepetys,2016,Salt to the Sea
16319,157912626X,Agatha Christie,1942,The Body in the Library
119,618212906,Gary Russell,2002,The Lord of the Rings: The Art of The Fellowship of the Ring
8379374,1402244428,Olivia Cunning,2010,"Backstage Pass (Sinners on Tour, #1)"
189182,448421658,"Marjorie Flack, Kurt Wiese",1933,The Story About Ping
8274537,1416986561,Rachel Renée Russell,2010,Tales from a Not-So-Popular Party Girl
8252,60885386,"Laura Ingalls Wilder, Garth Williams",1933,Farmer Boy
7108725,1591842808,Simon Sinek,2009,Start with Why: How Great Leaders Inspire Everyone to Take Action
17345258,1400065941,Fannie Flagg,2013,The All-Girl Filling Station's Last Reunion
25354,452287057,Dorothy Allison,1992,Bastard Out of Carolina
9464733,439895979,Libba Bray,2011,Beauty Queens
4699575,525951113,Daniel Suarez,2006, Daemon
4035,446677124,Scott Turow,1990,The Burden of Proof
758153,375714383,Joy Adamson,1960,Born Free: A Lioness of Two Worlds
333867,679767800,"Alfred Bester, Neil Gaiman",1955,The Stars My Destination
24431,439968089,Tamora Pierce,2004,
15839984,62224735,Rosamund Hodge,2014,Cruel Beauty
11289,553572989,Dan Simmons,1997,The Rise of Endymion
3977,553572946,Dan Simmons,1996,Endymion
920607,734406940,Shaun Tan,2006,The Arrival
15704486,385743602,Brandon Sanderson,2016,Calamity
10873,786891076,Steve Martin,2000,Shopgirl: A Novella
24580,451528646,Mark Twain,1876,Tom Sawyer & Huckleberry Finn
15701217,307596907,Claire Messud,2013,The Woman Upstairs
74731,60842350,Christopher Moore,2004,The Stupidest Angel: A Heartwarming Tale of Christmas Terror
4708,743451503,F. Scott Fitzgerald,1922,The Beautiful and Damned
27037,192833723,"Augustine of Hippo, Henry Chadwick, Albert Cook Outler",397,Confessiones Sancti Patris nostri Augustini
23602562,1101875895,Kent Haruf,2015,Our Souls at Night
116012,515130389,Nora Roberts,2000,Carolina Moon
16138688,1594486247,Cathy Marie Buchanan,2012,The Painted Girls
2247142,393332144,Patricia Highsmith,1955,The Talented Mr. Ripley
8662836,802720870,Simone Elkeles,2011,Chain Reaction
390711,440164842,James Clavell,1981,Noble House
28866,843955287,Christine Feehan,1999,Dark Prince
16131077,316216852,Lauren Beukes,2013,The Shining Girls
1128178,393061728,Diane Ackerman,2007,The Zookeeper's Wife: A War Story
24499258,812998685,David Mitchell,2015,Slade House
18170143,316253014,Chris Hadfield,2013,An Astronaut’s Guide to Life on Earth
2321296,006121468X,Melissa Marr,2008,"Ink Exchange (Wicked Lovely, #2)"
5347,99468190,John Grisham,2003,Bleachers
206962,7158491,Dr. Seuss,1963,Hop on Pop
8,439682584,"J.K. Rowling, Mary GrandPré",2003,
103983,142406147,Anthony Horowitz,2002,Skeleton Key
43930,440236738,Harlan Coben,2002,Gone for Good
45101,6498868,Robin Hobb,1999,The Mad Ship
722864,590414275,"Joanna Cole, Bruce Degen",1989,Inside the Human Body
126507,446611638,Michael Connelly,2003,Lost Light
20578940,545522250,"Holly Black, Cassandra Clare",2014,The Iron Trial
12962439,044042321X,"Daniel Abraham, George R.R. Martin, Tommy Patterson",2011,A Game of Thrones - The Graphic Novel Volume 1
7091370,61728918,Candace Bushnell,2010,The Carrie Diaries
5181,671042572,Bret Lott,1991,Jewel (Oprah's Book Club) 
17860199,62300806,Veronica Roth,2013,
228258,842329218,"Tim LaHaye, Jerry B. Jenkins",1996,Tribulation Force: The Continuing Drama of Those Left Behind
7015635,014311638X,Michael Pollan,2008,Food Rules
263147,60093366,Ellen Schreiber,2003,Vampire Kisses
16044981,312577214,Kristin Hannah,2013,Fly Away
28689,756402972,Tad Williams,1990,Stone of Farewell
76104,517203383,"Adrian Conan Doyle, John Dickson Carr",1954,The Exploits of Sherlock Holmes
176839,812976185,Anna Quindlen,1994,One True Thing
23156040,1609452232,"Elena Ferrante, Ann Goldstein",2013,Storia di chi fugge e di chi resta
28250,1841493147,Trudi Canavan,2002,The Novice
97782,316016381,Joshua Ferris,2007,Then We Came to the End
17202452,098836946X,Monica  Murphy,2013,One Week Girlfriend
45102,553575651,Robin Hobb,2000,Ship of Destiny
15990489,140911399X,Maeve Binchy,2012,A Week in Winter
13154952,385536073,John Grisham,2012,Calico Joe
282356,1591163293,"Hisaya Nakajo, David Ury",1997,花ざかりの君たちへ 1
13928,765343436,Juliet Marillier,1999,Daughter of the Forest
556511,399229191,Eric Carle,1984,The Very Busy Spider 
37738,9991373764,Judy Blume,1978,Freckle Juice
7155145,1591843162,Seth Godin,2010,Linchpin: Are You Indispensable?
34053,517266555,Rudyard Kipling,1902,Just So Stories for Little Children
78508,767913736,Candice Millard,2005,The River of Doubt: Theodore Roosevelt's Darkest Journey
4477,312421702,"Atul Gawande, Susanne Kuhlmann-Krieg",2002,Complications: A Surgeon's Notes on an Imperfect Science
7779059,045146365X,Jim Butcher,2010,Side Jobs: Stories From The Dresden Files
497164,374521344,"Roland Barthes, Richard Howard",1980,La chambre claire. Note sur la photographie
690866,080411109X,Amy Tan,1995,The Hundred Secret Senses
23638955,778317706,Mary Kubica,2015,Pretty Baby
2595138,385524943,Andrew Davidson,2008,The Gargoyle
823,60593083,Neal Stephenson,2003,Quicksilver
17287028,1250040159,"Elizabeth  Smart, Chris Stewart",2013,
176327,810959259,"Michael Buckley, Peter Ferguson",2005,The Fairy-Tale Detectives
149847,552144290,"Terry Pratchett, Stephen Briggs",1996,Mort - playtext
6909544,1596435690,Caragh M. O'Brien,2010,Birthmarked
284440,61231150,"Derek Landy, Tom Percival",2007,Skulduggery Pleasant
31818,156717204,Andy Warhol,1975,The Philosophy of Andy Warhol (From A to B and Back Again)
7805,141185260,Vladimir Nabokov,1962,Pale Fire
89788,452285453,Tracy Chevalier,2003,The Lady and the Unicorn
5338,140439056,"Charles Dickens, Michael Slater",1843,A Christmas Carol and Other Christmas Writings
18007533,385351836,B.J. Novak,2014,One More Thing: Stories and Other Stories
7557548,552144320,"Terry Pratchett, Stephen Briggs",1997,
5212771,451227190,Rachel Caine,2009,Carpe Corpus
16120760,7491433,Nathan Filer,2013,The Shock of the Fall
13597728,62220969,Madeleine Roux,2013,Asylum
24388326,385540353,Margaret Atwood,2015,The Heart Goes Last
30260,60788194,Kim Harrison,2006,A Fistful of Charms
213367,1590521196,John Piper,1986,Desiring God: Meditations of a Christian Hedonist
12813630,316213101,Holly Black,2013,The Coldest Girl in Coldtown
13079,446615129,Carl Hiaasen,2004,Skinny Dip
23492741,1451693591,Alice Hoffman,2015,The Marriage of Opposites
12987640,547386079,Jonah Lehrer,2012,
2295829,451224639,Rachel Caine,2008,Feast of Fools
13545075,1442423684,Neal Shusterman,2012,UnWholly
6751,316156116,David Foster Wallace,2005,Consider the Lobster
7005865,1423128192,Eoin Colfer,2010,The Atlantis Complex
43781,345422406,Anne Rice,2000,Merrick
11987,679733736,"Albert Camus, Justin O'Brien",1942,Le Mythe de Sisyphe
16071745,345532740,Lauren Graham,2013,"Someday, Someday, Maybe "
12204,486275507,Robert Frost,1916,Mountain Interval
19547856,62348671,Becky Albertalli,2015,Simon vs. the Homo Sapiens Agenda
383206,014043478X,"Elizabeth Gaskell, Pam Morris",1866,Wives and Daughters
12558285,1419704281,A.G. Howard,2013,Splintered
153540,395181569,Virginia Lee Burton,1942,The Little House
6174,684826801,"Primo Levi, Stuart J. Woolf, Philip Roth",1947,Se questo è un uomo
500743,1423104870,Cinda Williams Chima,2007,The Wizard Heir
32831,812972120,"Jules Verne, Caleb Carr, Jordan Stump",1874,L'île mystérieuse
321577,014029628X,Susan Vreeland,1999,Girl in Hyacinth Blue
457762,067166154X,William Steig,1969,Sylvester and the Magic Pebble
9542439,184737459X,Philippa Gregory,2011,The Lady of the Rivers
8437667,525952063,Harlan Coben,2011,Live Wire
818811,767927567,"Carolyn Jessop, Laura Palmer",2007,Escape
15154,044653109X,David Baldacci,2006,The Collectors
841628,330316117,Douglas Adams,1986,"The Hitchhiker's Guide to the Galaxy: The Trilogy of Four (Hitchhiker's Guide, #1-4)"
78876,575058080,Terry Pratchett,1995,Maskerade
219205,345348656,Stephen R. Donaldson,1977,Lord Foul's Bane
50937,684852861,"Marcus Buckingham, Curt Coffman",1998,"First, Break All the Rules: What the World's Greatest Managers Do Differently "
47994,552154180,Terry Pratchett,1998,The Last Continent
7769,679882812,Dr. Seuss,1963,
205476,60512636,"Thornton Wilder, Donald Margulies, Tappan Wilder",1938,Our Town: A Play in Three Acts
3047848,61566152,Sara Shepard,2010,Heartless
32501,316734950,Michael Connelly,2006,Echo Park
113138,446522597,David Baldacci,1997,The Winner
18659623,1442465956,Emily Carroll,2014,
94319,142407380,Anthony Horowitz,2005,Ark Angel
68811,3522168577,Michael Ende,1973,Momo
23009402,451474708,Sarah Dessen,2015,Saint Anything
13320466,385350287,Ayana Mathis,2012,The Twelve Tribes of Hattie
16434,553584502,Dean Koontz,2004,The Taking
226706,671729454,V.C. Andrews,1981,If There Be Thorns
228696,399214577,"Jane Yolen, John Schoenherr",1987,Owl Moon
12857,812966937,"Fyodor Dostoyevsky, Constance Garnett, Gary Saul Morson",1866, Игрок 
13413589,441020011,Patricia Briggs,2013,Frost Burned
59145,039397166X,Honoré de Balzac,1834,Le Père Goriot
3522419,61655503,"Jo Nesbø, Don Bartlett",2002,Sorgenfri
31426,808595040,"Sylvia Plath, Ted Hughes",1981,The Collected Poems
84151,312992424,Sherrilyn Kenyon,2004,Night Play
6687247,670021253,Andrew Ross Sorkin,2008,Too Big to Fail The Inside Story of How Wall Street and Washington Fought to Save the Financial System from Crisis - and Lost
1470232,345467531,Kristin Hannah,2006,Magic Hour
4796,143039482,"John Steinbeck, Susan Shillinglaw",1961,The Winter of our Discontent
373755,679732187,William Faulkner,1936,"Absalom, Absalom!"
22510983,141357274,"Zoe Sugg, Siobhan Curham",2014,Girl Online
205821,1416940286,Carol Ryrie Brink,1935,Caddie Woodlawn
24950845,345542967,Janet Evanovich,2015,
139855,083081650X,J.I. Packer,1973,Knowing God
68396,786938250,R.A. Salvatore,1990,The Halfling's Gem
2177236,525950608,Harlan Coben,2008,Hold Tight
71252,1563892049,"Neil Gaiman, Marc Hempel, Richard Case, D'Israeli, Teddy Kristiansen, Glyn Dillon, Charles Vess, Dean Ormston, Kevin Nowlan, Todd Klein, Frank McConnell",1996,The Sandman: The Kindly Ones
25103,1563891700,"Neil Gaiman, Mike Allred, Gary Amaro, Mark Buckingham, David Giordano, Tony Harris, Steve Leialoha, Vince Locke, Shea Anton Pensa, Alec Stevens, Bryan Talbot, John Watkiss, Todd Klein, Michael Zulli, Stephen King",1995,The Sandman: Worlds' End
826845,140013083,John Wyndham,1955,The Chrysalids
122967,068815932X,"Hans Christian Andersen, Jerry Pinkney",1843,
81939,1878424440,Miguel Ruiz,1999,The Mastery of Love: A Practical Guide to the Art of Relationship (Toltec Wisdom Book)
29641,99478447,"Graham Greene, Monica Ali",1951,The End of the Affair
25205422,145161781X,Jennifer Weiner,2015,Who Do You Love
739840,067166607X,"Felix Salten, Barbara Cooney",1923,Bambi - Eine Lebensgeschichte aus dem Walde
59924,60512741,Ursula K. Le Guin,1971,The Lathe of Heaven
1362,140449086,"Herodotus, Aubrey de Sélincourt, John M. Marincola",-440,Ἰστορίαι
18402,034549038X,Matthew Pearl,2003,The Dante Club
46544,553382616,Jean M. Auel,2002,The Shelters of Stone
5292853,044101738X,Patricia Briggs,2009,Hunting Ground
5356711,61750441,Paulo Coelho,2008,O vencedor está só
133430,449214192,James A. Michener,1974,Centennial
6261522,61779814,Kimberly Derting,2010,The Body Finder
6870,99481243,Ian McEwan,1997,Enduring Love
36071,684802031,"Stephen R. Covey, A. Roger Merrill, Rebecca R. Merrill",1993,"First Things First: To Live, to Love, to Learn, to Leave a Legacy"
28541,141692499X,Anne McCaffrey,1976,Dragonsong 
595375,374404143,Nancy Garden,1982,Annie on My Mind
6428887,61929379,Michael Crichton,2009,Pirate Latitudes
328854,375724834,Jonathan Lethem,1999,Motherless Brooklyn
714902,552555703,Malorie Blackman,2001,Noughts & Crosses
152519,486419312,Harriet Jacobs,1861,Incidents in the Life of a Slave Girl Written by Herself
8519822,385735359,Michael Scott,2012,The Enchantress
8255917,1594202664,Ron Chernow,2010,Washington: A Life
785092,60763280,T. Harv Eker,2005,Secrets of the Millionaire Mind: Mastering the Inner Game of Wealth
12866426,312624697,C.C. Hunter,2012,"Taken at Dusk (Shadow Falls, #3)"
16707,3423124172,"Michael Chabon, Hans Hermann",1995,Wonder Boys
10464963,307700003,Julie Otsuka,2011,The Buddha in the Attic
8680,055337933X,Tom Robbins,2000,Fierce Invalids Home From Hot Climates
18007535,385538499,Jennifer McMahon,2014,The Winter People
8428069,61869708,Sara Shepard,2010,The Lying Game
32258,034545894X,Tess Gerritsen,2004,Body Double
18143905,147675361X,Marina Keegan,2014,The Opposite of Loneliness
6613956,670021482,"Paolo Giordano, Shaun Whiteside",2008,La solitudine dei numeri primi
17349203,62224077,"Neil Gaiman, Skottie Young",2013,"Fortunately, the Milk"
20898019,078519021X,"G. Willow Wilson, Adrian Alphona",2014,"Ms. Marvel, Vol. 1: No Normal"
