goodreads_book_id,isbn,authors,original_publication_year,original_title,image_url,small_image_url
4989,312353766,Anita Diamant,1997,The Red Tent,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
28186,786856866,Rick Riordan,2006,The Sea of Monsters,https://images.gr-assets.com/books/1400602661m/28186.jpg,https://images.gr-assets.com/books/1400602661s/28186.jpg
5526,446528056,Nicholas Sparks,2006,Dear John,https://images.gr-assets.com/books/1397749854m/5526.jpg,https://images.gr-assets.com/books/1397749854s/5526.jpg
1582996,1416914293,Cassandra Clare,2008,City of Ashes,https://images.gr-assets.com/books/1432730356m/1582996.jpg,https://images.gr-assets.com/books/1432730356s/1582996.jpg
8852,743477103,William Shakespeare,1606,The Tragedy of Macbeth,https://images.gr-assets.com/books/1459795224m/8852.jpg,https://images.gr-assets.com/books/1459795224s/8852.jpg
15241,618346260,J.R.R. Tolkien,1954,The Two Towers,https://images.gr-assets.com/books/1298415523m/15241.jpg,https://images.gr-assets.com/books/1298415523s/15241.jpg
42156,031232118X,Emily Giffin,2004,Something Borrowed,https://images.gr-assets.com/books/1305063535m/42156.jpg,https://images.gr-assets.com/books/1305063535s/42156.jpg
23772,394800168,"Dr. Seuss, לאה נאור",1960,Green Eggs and Ham,https://images.gr-assets.com/books/1468680100m/23772.jpg,https://images.gr-assets.com/books/1468680100s/23772.jpg
6310,142403881,"Roald Dahl, Quentin Blake",1964,Charlie and the Chocolate Factory,https://images.gr-assets.com/books/1309211401m/6310.jpg,https://images.gr-assets.com/books/1309211401s/6310.jpg
2120932,1423101464,Rick Riordan,2008,The Battle of the Labyrinth,https://images.gr-assets.com/books/1443142158m/2120932.jpg,https://images.gr-assets.com/books/1443142158s/2120932.jpg
2623,192833596,Charles Dickens,1860,Great Expectations,https://images.gr-assets.com/books/1327920219m/2623.jpg,https://images.gr-assets.com/books/1327920219s/2623.jpg
18512,345339738,J.R.R. Tolkien,1955,The Return of the King,https://images.gr-assets.com/books/1389977161m/18512.jpg,https://images.gr-assets.com/books/1389977161s/18512.jpg
7736182,142311339X,Rick Riordan,2010,The Lost Hero,https://images.gr-assets.com/books/1464201003m/7736182.jpg,https://images.gr-assets.com/books/1464201003s/7736182.jpg
15745753,1250012570,Rainbow Rowell,2013,Eleanor & Park,https://images.gr-assets.com/books/1341952742m/15745753.jpg,https://images.gr-assets.com/books/1341952742s/15745753.jpg
13497,055358202X,George R.R. Martin,2005,A Feast for Crows,https://images.gr-assets.com/books/1429538615m/13497.jpg,https://images.gr-assets.com/books/1429538615s/13497.jpg
7735333,525423648,Ally Condie,2010,Matched,https://images.gr-assets.com/books/1367706191m/7735333.jpg,https://images.gr-assets.com/books/1367706191s/7735333.jpg
4407,747263744,Neil Gaiman,2001,American Gods,https://images.gr-assets.com/books/1258417001m/4407.jpg,https://images.gr-assets.com/books/1258417001s/4407.jpg
149267,385199570,"Stephen King, Bernie Wrightson",1978,The Stand,https://images.gr-assets.com/books/1213131305m/149267.jpg,https://images.gr-assets.com/books/1213131305s/149267.jpg
6400090,446547565,Nicholas Sparks,2008,The Last Song,https://images.gr-assets.com/books/1286549186m/6400090.jpg,https://images.gr-assets.com/books/1286549186s/6400090.jpg
11125,552151696,Dan Brown,1998,Digital Fortress,https://images.gr-assets.com/books/1360095966m/11125.jpg,https://images.gr-assets.com/books/1360095966s/11125.jpg
6969,141439580,"Jane Austen, Fiona Stafford",1815,Emma,https://images.gr-assets.com/books/1373627931m/6969.jpg,https://images.gr-assets.com/books/1373627931s/6969.jpg
15823480,345803922,"Leo Tolstoy, Louise Maude, Leo Tolstoj, Aylmer Maude",1877,Анна Каренина,https://images.gr-assets.com/books/1352422904m/15823480.jpg,https://images.gr-assets.com/books/1352422904s/15823480.jpg
227463,393312836,Anthony Burgess,1962,A Clockwork Orange,https://images.gr-assets.com/books/1348339306m/227463.jpg,https://images.gr-assets.com/books/1348339306s/227463.jpg
1812457,964729237,William Paul Young,2007,The Shack: Where Tragedy Confronts Eternity,https://images.gr-assets.com/books/1344270232m/1812457.jpg,https://images.gr-assets.com/books/1344270232s/1812457.jpg
4502507,739380338,Rick Riordan,2009,The Last Olympian,https://images.gr-assets.com/books/1327924597m/4502507.jpg,https://images.gr-assets.com/books/1327924597s/4502507.jpg
18342,451169514,Stephen King,1986,It,https://images.gr-assets.com/books/1309376909m/18342.jpg,https://images.gr-assets.com/books/1309376909s/18342.jpg
7144,143058142,"Fyodor Dostoyevsky, David McDuff",1866,Преступление и наказание,https://images.gr-assets.com/books/1382846449m/7144.jpg,https://images.gr-assets.com/books/1382846449s/7144.jpg
6514,61148512,Sylvia Plath,1963,The Bell Jar,https://images.gr-assets.com/books/1473890514m/6514.jpg,https://images.gr-assets.com/books/1473890514s/6514.jpg
252577,7205236,Frank McCourt,1996,Angela's Ashes: A Memoir,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
52036,553208845,"Hermann Hesse, Hilda Rosner",1922,Siddhartha,https://images.gr-assets.com/books/1428715580m/52036.jpg,https://images.gr-assets.com/books/1428715580s/52036.jpg
168642,679745580,Truman Capote,1965,In Cold Blood,https://images.gr-assets.com/books/1424931136m/168642.jpg,https://images.gr-assets.com/books/1424931136s/168642.jpg
6304335,316042676,"Kami Garcia, Margaret Stohl",2009,Beautiful Creatures,https://images.gr-assets.com/books/1327873282m/6304335.jpg,https://images.gr-assets.com/books/1327873282s/6304335.jpg
7171637,1416975861,Cassandra Clare,2010,Clockwork Angel,https://images.gr-assets.com/books/1454962884m/7171637.jpg,https://images.gr-assets.com/books/1454962884s/7171637.jpg
39988,141301066,"Roald Dahl, Quentin Blake",1988,Matilda,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9361589,385534639,Erin Morgenstern,2011,The Night Circus,https://images.gr-assets.com/books/1387124618m/9361589.jpg,https://images.gr-assets.com/books/1387124618s/9361589.jpg
37470,743227441,Philippa Gregory,2001,The Other Boleyn Girl,https://images.gr-assets.com/books/1355932638m/37470.jpg,https://images.gr-assets.com/books/1355932638s/37470.jpg
24770,689865384,Scott Westerfeld,2005,Uglies,https://images.gr-assets.com/books/1443904172m/24770.jpg,https://images.gr-assets.com/books/1443904172s/24770.jpg
33,618640150,J.R.R. Tolkien,1955,The Lord of the Rings,https://images.gr-assets.com/books/1411114164m/33.jpg,https://images.gr-assets.com/books/1411114164s/33.jpg
12262741,307592731,Cheryl Strayed,2012,Wild: From Lost to Found on the Pacific Crest Trail ,https://images.gr-assets.com/books/1453189881m/12262741.jpg,https://images.gr-assets.com/books/1453189881s/12262741.jpg
472331,930289234,"Alan Moore, Dave Gibbons, John Higgins",1987,Watchmen,https://images.gr-assets.com/books/1442239711m/472331.jpg,https://images.gr-assets.com/books/1442239711s/472331.jpg
186074,075640407X,Patrick Rothfuss,2007,The Name of the Wind,https://images.gr-assets.com/books/1472068073m/186074.jpg,https://images.gr-assets.com/books/1472068073s/186074.jpg
3228917,316017922,Malcolm Gladwell,2008,Outliers: The Story of Success,https://images.gr-assets.com/books/1344266315m/3228917.jpg,https://images.gr-assets.com/books/1344266315s/3228917.jpg
153747,142437247,"Herman Melville, Andrew Delbanco, Tom Quirk",1851,"Moby Dick; or, The Whale",https://images.gr-assets.com/books/1327940656m/153747.jpg,https://images.gr-assets.com/books/1327940656s/153747.jpg
2728527,385340990,"Mary Ann Shaffer, Annie Barrows",2008,The Guernsey Literary and Potato Peel Pie Society,https://images.gr-assets.com/books/1351979318m/2728527.jpg,https://images.gr-assets.com/books/1351979318s/2728527.jpg
5759,393327345,Chuck Palahniuk,1996,Fight Club,https://images.gr-assets.com/books/1357128997m/5759.jpg,https://images.gr-assets.com/books/1357128997s/5759.jpg
301082,441008534,Charlaine Harris,2001,Dead Until Dark,https://images.gr-assets.com/books/1468560853m/301082.jpg,https://images.gr-assets.com/books/1468560853s/301082.jpg
11486,671727796,Alice Walker,1982,The Color Purple,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
12691,739461192,John Grogan,2005,Marley & Me: Life and Love with the World's Worst Dog,https://images.gr-assets.com/books/1308858322m/12691.jpg,https://images.gr-assets.com/books/1308858322s/12691.jpg
16299,312330871,Agatha Christie,1939,Ten Little Niggers,https://images.gr-assets.com/books/1391120695m/16299.jpg,https://images.gr-assets.com/books/1391120695s/16299.jpg
6411961,385504225,Dan Brown,2009,The Lost Symbol,https://images.gr-assets.com/books/1358274396m/6411961.jpg,https://images.gr-assets.com/books/1358274396s/6411961.jpg
6339664,1416989412,Becca Fitzpatrick,2009,"Hush, Hush",https://images.gr-assets.com/books/1358261334m/6339664.jpg,https://images.gr-assets.com/books/1358261334s/6339664.jpg
5326,1561797464,Charles Dickens,1843,A Christmas Carol,https://images.gr-assets.com/books/1406512317m/5326.jpg,https://images.gr-assets.com/books/1406512317s/5326.jpg
43763,345476875,Anne Rice,1976,Interview with the Vampire,https://images.gr-assets.com/books/1380631642m/43763.jpg,https://images.gr-assets.com/books/1380631642s/43763.jpg
10507293,62059939,Kiera Cass,2012,The Selection,https://images.gr-assets.com/books/1322103400m/10507293.jpg,https://images.gr-assets.com/books/1322103400s/10507293.jpg
6853,312362080,Janet Evanovich,1994,One for the Money,https://images.gr-assets.com/books/1316730230m/6853.jpg,https://images.gr-assets.com/books/1316730230s/6853.jpg
6493208,1400052173,Rebecca Skloot,2010,The Immortal Life of Henrietta Lacks,https://images.gr-assets.com/books/1327878144m/6493208.jpg,https://images.gr-assets.com/books/1327878144s/6493208.jpg
23807,99446782,Thomas Harris,1988,The Silence of the Lambs,https://images.gr-assets.com/books/1390426249m/23807.jpg,https://images.gr-assets.com/books/1390426249s/23807.jpg
345627,159514174X,Richelle Mead,2007,,https://images.gr-assets.com/books/1361098973m/345627.jpg,https://images.gr-assets.com/books/1361098973s/345627.jpg
40102,316010669,Malcolm Gladwell,2005,Blink: The Power of Thinking Without Thinking,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6867,038572179X,Ian McEwan,2001,Atonement,https://images.gr-assets.com/books/1320449708m/6867.jpg,https://images.gr-assets.com/books/1320449708s/6867.jpg
485894,553213695,"Franz Kafka, Stanley Corngold",1915,Die Verwandlung,https://images.gr-assets.com/books/1359061917m/485894.jpg,https://images.gr-assets.com/books/1359061917s/485894.jpg
561456,141382899,Rick Riordan,2007,The Titan's Curse,https://images.gr-assets.com/books/1361038385m/561456.jpg,https://images.gr-assets.com/books/1361038385s/561456.jpg
9969571,030788743X,Ernest Cline,2011,,https://images.gr-assets.com/books/1500930947m/9969571.jpg,https://images.gr-assets.com/books/1500930947s/9969571.jpg
3153910,1554681723,Garth Stein,2006,The Art of Racing in the Rain,https://images.gr-assets.com/books/1377206302m/3153910.jpg,https://images.gr-assets.com/books/1377206302s/3153910.jpg
21996,739303406,"Erik Larson, Tony Goldwyn",2003,"The Devil in the White City: Murder, Magic, and Madness at the Fair that Changed America",https://images.gr-assets.com/books/1312066724m/21996.jpg,https://images.gr-assets.com/books/1312066724s/21996.jpg
13572249,425263908,Sylvia Day,2012,Bared to You,https://images.gr-assets.com/books/1477803272m/13572249.jpg,https://images.gr-assets.com/books/1477803272s/13572249.jpg
11127,66238501,"C.S. Lewis, Pauline Baynes",1956,The Chronicles of Narnia,https://images.gr-assets.com/books/1449868701m/11127.jpg,https://images.gr-assets.com/books/1449868701s/11127.jpg
3609760,316043133,Mark Cotta Vaz,,Twilight: The Complete Illustrated Movie Companion,https://images.gr-assets.com/books/1352539022m/3609760.jpg,https://images.gr-assets.com/books/1352539022s/3609760.jpg
60748,1558743669,Dave Pelzer,1995,"A Child Called ""It"": One Child's Courage to Survive",https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7869,752864327,Robert Ludlum,1980,The Bourne Identity,https://images.gr-assets.com/books/1335860740m/7869.jpg,https://images.gr-assets.com/books/1335860740s/7869.jpg
249747,786817879,Eoin Colfer,2001,Artemis Fowl,https://images.gr-assets.com/books/1327945104m/249747.jpg,https://images.gr-assets.com/books/1327945104s/249747.jpg
6487308,385738935,Lauren Kate,2009,Fallen,https://images.gr-assets.com/books/1440619649m/6487308.jpg,https://images.gr-assets.com/books/1440619649s/6487308.jpg
4406,142000655,John Steinbeck,1952,East of Eden  ,https://images.gr-assets.com/books/1441547516m/4406.jpg,https://images.gr-assets.com/books/1441547516s/4406.jpg
5886881,307341569,Gillian Flynn,2009,Dark Places,https://images.gr-assets.com/books/1354988288m/5886881.jpg,https://images.gr-assets.com/books/1354988288s/5886881.jpg
5359,385339089,John Grisham,1993,The Client,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
228333,312291639,"Emma McLaughlin, Nicola Kraus",2002,The Nanny Diaries,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
24213,451527747,"Lewis Carroll, John Tenniel, Martin Gardner",1865,Alice's Adventures in Wonderland,https://images.gr-assets.com/books/1327872220m/24213.jpg,https://images.gr-assets.com/books/1327872220s/24213.jpg
2156,192802631,"Jane Austen, James Kinsley, Deidre Shauna Lynch",1817,Persuasion,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
556602,312370830,Tatiana de Rosnay,2007,Elle s'appelait Sarah,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
43615,452284694,Stephen King,1982,The Gunslinger,https://images.gr-assets.com/books/1375776480m/43615.jpg,https://images.gr-assets.com/books/1375776480s/43615.jpg
9712,140003468X,"Gabriel García Márquez, Edith Grossman",1985,El amor en los tiempos del cólera,https://images.gr-assets.com/books/1327124987m/9712.jpg,https://images.gr-assets.com/books/1327124987s/9712.jpg
439288,014131088X,Laurie Halse Anderson,1999,Speak,https://images.gr-assets.com/books/1310121762m/439288.jpg,https://images.gr-assets.com/books/1310121762s/439288.jpg
17802724,399159347,Liane Moriarty,2013,The Husband's Secret ,https://images.gr-assets.com/books/1460577225m/17802724.jpg,https://images.gr-assets.com/books/1460577225s/17802724.jpg
1898,385494785,Jon Krakauer,1997,Into Thin Air: A Personal Account of the Mt. Everest Disaster,https://images.gr-assets.com/books/1463384482m/1898.jpg,https://images.gr-assets.com/books/1463384482s/1898.jpg
10592,1416524304,Stephen King,1974,Carrie,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
242006,031242227X,Augusten Burroughs,2002,Running with Scissors,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
